CASEID,ORGANIZATION_NUMBER,PERCENT_WHITE,BUDGET,DISCIPLINE,JOBTYPE,LEVEL,EMPLOYMENTSTATUS,RACEETHNICITY,GENDER,DISABILITYSTATUS,DECADEBORN,DECADEHIRED,VOLUNTEER
39149,MASKED,3,2,Multi-Discipline,21,1,3,2,1,-9,-8,2010,2
39150,MASKED,1,3,Multi-Discipline,20,1,1,3,1,-9,1960,2000,2
39151,MASKED,3,5,Music,14,1,1,6,1,-9,1980,2010,2
39152,MASKED,4,5,Dance,2,-9,-9,6,1,-9,-8,2000,1
39153,MASKED,3,5,Music,21,2,1,3,2,-9,1950,2000,2
39154,MASKED,4,2,Museum,22,1,4,6,1,-9,1980,2010,2
39155,MASKED,2,1,Film/Visual/Audio,1,3,2,6,1,-9,1950,1990,1
39156,MASKED,2,4,New Media,3,1,4,6,1,-9,1980,2010,2
39157,MASKED,2,3,Botanical and Science and Zoo,8,1,4,6,1,-9,1980,2010,2
39158,MASKED,1,5,Multi-Discipline,19,1,1,3,2,-9,1950,1990,2
39159,MASKED,1,2,Multi-Discipline,11,3,2,6,2,-9,1970,2000,2
39160,MASKED,3,5,Music,1,2,1,6,2,-9,1980,2010,2
39161,MASKED,3,1,Music,10,3,2,6,2,-9,1950,1990,1
39162,MASKED,2,2,Music,14,3,1,6,2,-9,1970,2000,2
39163,MASKED,1,4,Multi-Discipline,6,1,3,-8,1,-9,1990,2010,2
39164,MASKED,4,5,Music,10,1,1,6,2,-9,1950,1980,2
39165,MASKED,2,3,Museum,11,2,2,6,2,-9,-8,2010,2
39166,MASKED,3,3,Theater,21,2,4,3,1,-9,1970,2010,2
39167,MASKED,3,5,Visual Arts,17,1,1,6,2,-9,1980,2000,2
39168,MASKED,2,5,Multi-Discipline,8,1,4,4,2,-9,1950,2010,2
39169,MASKED,1,1,Visual Arts,8,2,1,6,2,-9,1980,2010,2
39170,MASKED,3,2,Theater,12,3,4,6,1,-9,1950,1980,1
39171,MASKED,2,5,Multi-Discipline,8,2,1,6,1,-9,1980,2010,2
39172,MASKED,2,5,Music,8,1,4,4,2,1,1990,2010,2
39173,MASKED,3,2,Literature,8,1,1,6,1,-9,1990,2010,2
39174,MASKED,2,5,Museum,21,1,4,6,1,-9,-8,-8,2
39175,MASKED,1,1,Multi-Discipline,4,2,2,2,1,-9,-8,2010,1
39176,MASKED,2,4,Multi-Discipline,2,3,4,6,1,-9,1970,2010,1
39177,MASKED,2,5,Theater,1,2,4,4,2,-9,1960,2000,2
39178,MASKED,3,5,Music,6,2,1,6,1,-9,1980,2010,2
39179,MASKED,3,4,Museum,12,3,1,6,2,-9,1960,2010,2
39180,MASKED,3,3,Visual Arts,2,-9,-9,2,2,-9,-8,2010,1
39181,MASKED,3,5,Music,16,2,1,3,2,-9,1960,2000,2
39182,MASKED,2,2,Visual Arts,16,2,1,4,2,-9,1990,2010,2
39183,MASKED,1,3,Theater,1,2,4,4,1,-9,1960,2000,2
39184,MASKED,2,3,Theater,1,1,4,2,1,-9,1980,2010,2
39185,MASKED,3,5,Multi-Discipline,21,1,4,4,1,-9,-8,2000,2
39186,MASKED,3,3,Theater,5,2,2,6,2,-9,1970,2010,2
39187,MASKED,2,1,Theater,1,1,2,3,2,-9,1980,2010,1
39188,MASKED,4,5,Museum,2,-9,-9,6,1,-9,1950,1990,1
39189,MASKED,3,2,Literature,2,-9,-9,6,1,-9,1960,-8,1
39190,MASKED,4,3,Theater,1,-9,1,6,1,-9,-8,2010,2
39191,MASKED,1,5,Multi-Discipline,21,1,4,6,2,-9,1960,2010,2
39192,MASKED,4,2,Architecture/Design,2,-9,-9,6,1,-9,1950,-8,2
39193,MASKED,3,5,Theater,1,1,1,1,1,-9,1980,2000,2
39194,MASKED,3,4,Museum,17,2,1,6,1,-9,1980,2010,2
39195,MASKED,4,3,Theater,2,-9,-9,6,1,-9,1950,2000,2
39196,MASKED,3,2,Museum,2,-9,-9,4,2,-9,1950,2010,1
39197,MASKED,3,3,Literature,2,-9,-9,3,2,-9,1960,-8,1
39198,MASKED,2,5,Botanical and Science and Zoo,5,1,4,6,2,-9,1960,2010,2
39199,MASKED,3,5,Multi-Discipline,2,3,1,4,1,-9,1960,2010,1
39200,MASKED,4,1,Music,16,3,2,6,1,-9,1980,2010,1
39201,MASKED,2,5,Botanical and Science and Zoo,10,2,-9,3,2,-9,1950,2010,2
39202,MASKED,3,5,Theater,1,1,4,6,2,-9,1970,2010,2
39203,MASKED,2,1,Music,12,3,1,6,2,-9,1960,2010,2
39204,MASKED,3,5,Theater,1,1,1,6,1,-9,1950,2000,2
39205,MASKED,2,5,Museum,8,1,4,2,2,-9,-8,-8,2
39206,MASKED,2,4,Museum,22,1,1,4,1,-9,1970,2010,2
39207,MASKED,4,5,Dance,14,2,1,6,1,-9,1970,2010,2
39208,MASKED,1,2,Music,16,1,4,-8,3,-9,1980,2010,2
39209,MASKED,2,5,Museum,18,1,1,3,2,1,1960,1980,2
39210,MASKED,3,5,Theater,1,1,4,6,2,-9,1990,2010,2
39211,MASKED,3,5,Museum,6,2,1,6,1,-9,1960,2000,2
39212,MASKED,3,4,Music,20,1,4,3,1,-9,1980,2010,2
39213,MASKED,4,2,Theater,8,-9,4,6,2,-9,1960,2010,2
39214,MASKED,3,5,Multi-Discipline,1,1,4,6,2,-9,1970,2010,2
39215,MASKED,4,4,Music,2,-9,-9,6,1,-9,-8,2010,1
39216,MASKED,1,5,Multi-Discipline,16,1,4,6,1,-9,1990,2010,2
39217,MASKED,2,2,Film/Visual/Audio,2,2,-9,6,2,-9,1960,2010,1
39218,MASKED,3,3,Dance,1,1,1,6,2,-9,1990,2010,2
39219,MASKED,2,2,Music,2,3,4,6,2,-9,1950,1990,1
39220,MASKED,4,3,Botanical and Science and Zoo,6,3,1,6,2,-9,1950,2010,2
39221,MASKED,4,3,Museum,12,3,1,6,1,-9,-8,-8,2
39222,MASKED,3,5,Theater,21,2,1,6,2,-9,1960,1990,2
39223,MASKED,2,2,New Media,2,3,4,3,1,-9,1970,2010,1
39224,MASKED,3,5,Multi-Discipline,20,2,1,6,1,-9,1960,2010,2
39225,MASKED,3,5,Theater,21,2,2,6,1,-9,1970,2010,2
39226,MASKED,4,3,Theater,1,1,1,6,2,-9,1970,2010,2
39227,MASKED,2,5,Museum,10,1,4,3,2,-9,-8,-8,2
39228,MASKED,3,5,Multi-Discipline,12,3,1,5,1,-9,1970,2000,2
39229,MASKED,3,4,Theater,20,1,1,4,2,-9,1980,2010,2
39230,MASKED,3,4,Dance,2,3,4,6,2,-9,1950,2000,1
39231,MASKED,3,3,Literature,2,-9,-9,6,2,-9,1950,-8,1
39232,MASKED,3,3,Music,8,2,4,6,2,-9,1980,2010,2
39233,MASKED,2,2,Multi-Discipline,16,1,4,6,2,-9,1990,2010,2
39234,MASKED,2,5,Multi-Discipline,21,2,4,6,1,-9,1990,2010,2
39235,MASKED,2,1,Film/Visual/Audio,2,1,2,6,1,-9,1990,2000,1
39236,MASKED,2,5,Humanities,17,1,1,2,1,-9,1970,2010,2
39237,MASKED,4,3,Multi-Discipline,2,3,-9,6,1,-9,-8,2000,1
39238,MASKED,2,5,Museum,11,2,1,6,2,1,1970,2000,2
39239,MASKED,2,2,Dance,2,3,4,6,1,-9,1950,1990,1
39240,MASKED,2,5,Multi-Discipline,16,2,1,3,2,-9,1970,2000,2
39241,MASKED,4,3,Theater,21,2,1,6,1,-9,1980,2010,2
39242,MASKED,3,5,Theater,14,1,4,6,2,-9,1980,2010,2
39243,MASKED,4,3,Music,2,-9,-9,6,2,-9,1980,-8,1
39244,MASKED,2,5,Museum,15,1,4,6,1,1,1990,2010,2
39245,MASKED,1,2,Multi-Discipline,11,1,4,3,2,-9,1980,2010,2
39246,MASKED,3,5,Multi-Discipline,1,1,4,3,2,-9,1970,2010,2
39247,MASKED,3,3,Visual Arts,2,-9,-9,6,2,-9,1970,2010,2
39248,MASKED,2,3,Multi-Discipline,1,3,2,3,1,-9,-8,2010,2
39249,MASKED,2,4,Museum,6,3,1,6,1,-9,1970,2010,2
39250,MASKED,4,3,Multi-Discipline,2,-9,-9,6,2,-9,-8,2000,1
39251,MASKED,2,5,Museum,9,1,1,2,2,1,1950,1990,2
39252,MASKED,4,1,Architecture/Design,2,-9,-9,6,2,-9,-8,1990,1
39253,MASKED,3,2,Craft and Other,7,2,4,2,1,-9,1990,2010,2
39254,MASKED,3,2,Theater,1,2,4,6,1,-9,1950,2010,2
39255,MASKED,3,2,Multi-Discipline,2,3,4,6,2,-9,1950,2010,1
39256,MASKED,3,2,Multi-Discipline,2,3,4,6,2,-9,-8,2000,1
39257,MASKED,3,5,Music,21,2,1,6,2,-9,1980,1990,2
39258,MASKED,3,5,Film/Visual/Audio,7,2,1,6,1,-9,1950,2000,2
39259,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1980,2010,2
39260,MASKED,3,5,Multi-Discipline,21,1,4,4,2,-9,-8,2000,2
39261,MASKED,4,2,Humanities,2,3,4,6,2,-9,-8,2010,1
39262,MASKED,2,3,Multi-Discipline,16,2,1,3,1,-9,1980,2010,2
39263,MASKED,3,5,Theater,21,1,1,6,1,-9,1990,2000,2
39264,MASKED,3,1,Music,2,-9,-9,6,2,-9,1950,2010,1
39265,MASKED,1,3,Dance,8,2,4,-8,3,-9,1960,2010,2
39266,MASKED,1,1,Theater,2,3,-9,4,2,-9,1960,1990,1
39267,MASKED,3,3,Music,2,3,4,3,1,-9,1950,1990,1
39268,MASKED,2,5,Multi-Discipline,21,2,1,6,2,-9,1950,1990,2
39269,MASKED,1,2,Multi-Discipline,6,3,1,6,2,-9,1970,2010,2
39270,MASKED,4,4,Dance,1,2,1,6,2,-9,1960,2000,2
39271,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1950,2010,2
39272,MASKED,3,3,Music,8,2,4,6,1,2,1970,2010,2
39273,MASKED,2,3,Visual Arts,2,-9,-9,6,2,-9,1950,2010,1
39274,MASKED,4,5,Museum,22,1,4,2,1,-9,1990,2010,2
39275,MASKED,2,5,Museum,21,1,4,6,1,-9,-8,-8,2
39276,MASKED,2,5,Museum,22,1,4,4,1,1,1980,2010,2
39277,MASKED,2,5,Museum,21,2,1,6,2,-9,-8,-8,2
39278,MASKED,1,4,Museum,8,1,4,2,1,-9,1980,2010,2
39279,MASKED,4,3,Music,2,3,4,6,2,-9,1960,2000,1
39280,MASKED,3,5,Music,16,1,2,6,1,-9,1980,2010,2
39281,MASKED,2,5,Museum,22,1,4,2,2,-9,1990,2010,2
39282,MASKED,2,2,Multi-Discipline,20,1,4,4,1,-9,1990,2010,2
39283,MASKED,2,5,Museum,9,2,1,4,2,-9,1950,1990,2
39284,MASKED,2,2,Architecture/Design,21,2,1,6,2,-9,1970,2010,2
39285,MASKED,3,4,Photography,10,1,3,2,1,-9,1990,2010,2
39286,MASKED,4,5,Dance,6,1,1,6,1,-9,1980,2010,2
39287,MASKED,2,3,Museum,2,-9,-9,6,2,-9,1970,2000,1
39288,MASKED,2,3,Visual Arts,9,1,4,4,2,-9,1990,2010,2
39289,MASKED,2,2,Theater,1,2,2,3,2,-9,1980,2010,2
39290,MASKED,1,2,Folk Arts,2,3,-9,3,2,-9,-8,2010,1
39291,MASKED,2,5,Museum,2,-9,-9,6,2,2,1950,-8,2
39292,MASKED,2,4,Multi-Discipline,2,3,2,6,1,-9,1950,2000,1
39293,MASKED,1,3,Museum,2,3,1,2,2,-9,1950,2000,1
39294,MASKED,2,4,Dance,22,1,4,4,2,-9,1990,2010,2
39295,MASKED,3,5,Music,21,2,1,6,2,-9,1980,2000,2
39296,MASKED,3,2,Literature,16,2,1,2,1,-9,1970,2010,2
39297,MASKED,3,5,Theater,21,2,2,-8,2,-9,-8,2000,2
39298,MASKED,3,3,Theater,1,1,4,3,2,-9,1960,2010,2
39299,MASKED,2,5,Museum,6,3,1,6,1,-9,1970,2010,2
39300,MASKED,2,5,Multi-Discipline,22,1,4,6,2,-9,1990,2010,2
39301,MASKED,2,5,Humanities,8,1,4,2,1,-9,1990,2010,2
39302,MASKED,2,5,Botanical and Science and Zoo,5,2,1,2,1,-9,1980,2010,2
39303,MASKED,3,5,Music,16,1,2,6,2,-9,1980,2010,2
39304,MASKED,2,4,Museum,4,1,1,2,1,-9,1970,1990,2
39305,MASKED,3,5,Music,1,2,1,6,2,-9,1950,2010,2
39306,MASKED,3,2,Multi-Discipline,8,1,4,6,1,-9,1950,1980,2
39307,MASKED,3,5,Theater,22,1,1,6,2,-9,1970,2000,2
39308,MASKED,3,5,Visual Arts,20,2,1,6,1,-9,1960,2000,2
39309,MASKED,2,2,Multi-Discipline,8,1,4,6,1,2,1990,2010,2
39310,MASKED,3,5,Music,5,2,1,6,2,-9,1960,2000,2
39311,MASKED,4,5,Dance,1,3,1,6,2,-9,1980,1990,2
39312,MASKED,2,3,Multi-Discipline,2,-9,-9,6,2,-9,-8,2000,2
39313,MASKED,2,5,Museum,8,2,1,6,1,-9,1970,2000,2
39314,MASKED,3,5,Theater,2,3,1,6,1,-9,1960,2010,2
39315,MASKED,1,1,Literature,2,-9,-9,-8,1,-9,-8,-8,2
39316,MASKED,2,4,New Media,20,1,1,3,2,-9,1990,2010,2
39317,MASKED,2,4,Visual Arts,2,3,-9,6,2,-9,1950,2010,1
39318,MASKED,3,5,Theater,21,1,1,6,2,-9,1960,2000,2
39319,MASKED,1,3,Multi-Discipline,1,2,4,3,2,-9,1980,2010,2
39320,MASKED,1,4,Museum,2,-9,-9,3,2,-9,1960,2000,1
39321,MASKED,1,3,Museum,8,1,4,4,1,-9,1950,2010,2
39322,MASKED,1,2,Multi-Discipline,8,2,2,6,2,-9,1960,2010,2
39323,MASKED,3,3,Visual Arts,22,1,4,6,1,-9,1980,2010,1
39324,MASKED,3,3,Visual Arts,8,2,4,6,2,-9,1950,2010,2
39325,MASKED,2,5,Multi-Discipline,16,1,4,6,1,-9,1990,2010,2
39326,MASKED,2,2,Museum,10,2,2,6,1,-9,1950,2000,2
39327,MASKED,3,4,Theater,1,2,2,3,2,-9,-8,2010,2
39328,MASKED,2,5,Museum,8,1,4,6,1,-9,-8,-8,2
39329,MASKED,2,1,Music,1,3,2,3,2,-9,1980,2000,2
39330,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1960,2010,2
39331,MASKED,2,5,Multi-Discipline,12,3,1,6,2,-9,1970,2000,2
39332,MASKED,3,2,Music,2,3,2,6,2,-9,1950,2010,2
39333,MASKED,4,3,Theater,21,-9,-9,6,2,-9,1980,2010,2
39334,MASKED,3,5,Visual Arts,10,2,1,3,1,-9,1960,1980,2
39335,MASKED,3,5,Theater,21,1,4,6,1,-9,1980,2010,2
39336,MASKED,1,1,Multi-Discipline,2,3,4,6,1,-9,-8,1970,1
39337,MASKED,3,5,Visual Arts,14,2,1,2,1,-9,1960,2010,2
39338,MASKED,3,5,Museum,8,3,1,3,1,-9,1950,2000,2
39339,MASKED,4,1,Theater,12,3,1,6,2,-9,1960,2000,2
39340,MASKED,1,3,Theater,1,1,4,3,1,-9,1990,2010,2
39341,MASKED,3,4,Music,8,2,4,2,2,-9,1980,2010,2
39342,MASKED,2,3,Museum,2,-9,-9,2,2,-9,-8,2010,1
39343,MASKED,1,3,Dance,1,1,1,3,2,-9,1980,2000,2
39344,MASKED,3,1,Music,12,3,4,6,1,-9,1960,2000,2
39345,MASKED,3,5,Music,1,2,1,6,2,-9,1950,1980,2
39346,MASKED,2,5,Museum,11,3,1,6,1,-9,1970,1990,2
39347,MASKED,1,5,Multi-Discipline,22,1,4,2,2,-9,1990,2010,2
39348,MASKED,1,5,Multi-Discipline,2,-9,-9,2,2,-9,1960,2010,1
39349,MASKED,3,5,Visual Arts,22,2,1,2,2,-9,1970,2010,2
39350,MASKED,1,3,Museum,15,3,1,4,1,-9,1960,2000,2
39351,MASKED,2,2,Theater,8,2,4,3,1,-9,1980,2010,2
39352,MASKED,3,4,Dance,1,2,1,6,1,-9,1980,2000,2
39353,MASKED,2,3,Multi-Discipline,8,2,4,6,1,-9,1960,2010,2
39354,MASKED,2,5,Theater,9,2,1,3,2,-9,1960,2000,2
39355,MASKED,2,2,Visual Arts,2,-9,-9,4,1,-9,1970,2010,2
39356,MASKED,3,5,Theater,5,2,1,6,2,-9,1970,2000,2
39357,MASKED,1,5,Multi-Discipline,9,1,1,6,2,-9,1950,1990,2
39358,MASKED,1,2,Visual Arts,2,3,1,-8,1,-9,1950,1990,2
39359,MASKED,3,3,Architecture/Design,15,3,1,1,1,-9,1980,2000,2
39360,MASKED,1,2,Museum,12,3,1,6,1,-9,1950,1980,2
39361,MASKED,2,5,Museum,21,1,1,6,2,1,1970,2010,2
39362,MASKED,2,2,Botanical and Science and Zoo,20,3,1,6,1,-9,1950,1980,2
39363,MASKED,1,4,Museum,2,3,-9,6,2,-9,1960,2000,2
39364,MASKED,2,2,Music,22,1,4,6,1,-9,1950,2010,1
39365,MASKED,3,1,Music,2,2,4,6,2,-9,1980,-8,1
39366,MASKED,4,4,Theater,2,-9,-9,6,2,-9,1950,1980,1
39367,MASKED,2,3,Theater,1,2,2,5,1,-9,1970,2010,2
39368,MASKED,2,1,Music,1,1,2,6,2,-9,1960,2010,2
39369,MASKED,3,1,Dance,1,3,2,6,1,-9,1980,2010,2
39370,MASKED,2,5,Museum,21,1,4,6,1,-9,-8,-8,2
39371,MASKED,3,5,Visual Arts,17,1,1,6,2,-9,1970,2010,2
39372,MASKED,2,3,Multi-Discipline,2,-9,-9,6,2,-9,-8,-8,2
39373,MASKED,3,4,Theater,21,1,2,6,2,-9,-8,2010,2
39374,MASKED,2,4,Botanical and Science and Zoo,2,-9,-9,4,2,-9,-8,1990,1
39375,MASKED,2,3,Museum,18,2,1,6,1,-9,1960,1980,2
39376,MASKED,3,5,Music,1,2,1,6,1,-9,1950,1970,2
39377,MASKED,2,3,Multi-Discipline,16,2,4,4,1,-9,1950,1990,2
39378,MASKED,4,3,Theater,21,-9,-9,6,2,-9,-8,2010,2
39379,MASKED,1,2,Music,2,3,4,4,2,-9,1950,2010,2
39380,MASKED,1,3,Museum,18,2,4,4,1,-9,1950,2000,2
39381,MASKED,4,2,Film/Visual/Audio,2,-9,-9,6,1,-9,-8,-8,1
39382,MASKED,3,5,Multi-Discipline,21,1,4,6,2,-9,-8,2010,2
39383,MASKED,3,4,Dance,1,2,1,3,2,-9,1980,2010,2
39384,MASKED,2,5,Botanical and Science and Zoo,8,1,-9,6,1,-9,1950,2010,2
39385,MASKED,3,5,Theater,15,3,1,6,2,-9,1950,1990,2
39386,MASKED,1,2,Multi-Discipline,12,3,1,6,2,-9,1950,2010,2
39387,MASKED,3,4,Museum,2,3,4,2,2,-9,1960,2010,1
39388,MASKED,2,3,Multi-Discipline,1,2,4,4,2,-9,1960,2000,2
39389,MASKED,3,4,Music,8,2,4,6,1,-9,1960,2010,2
39390,MASKED,3,5,Visual Arts,22,2,1,6,1,-9,1990,2010,2
39391,MASKED,3,4,Music,8,2,4,6,1,-9,1960,2010,2
39392,MASKED,3,2,Multi-Discipline,8,1,1,4,2,-9,1990,2010,2
39393,MASKED,3,5,Music,1,2,1,2,1,-9,1970,2000,2
39394,MASKED,2,5,Multi-Discipline,8,2,4,6,2,-9,1990,2010,2
39395,MASKED,2,5,Multi-Discipline,2,-9,-9,4,1,-9,1960,-8,1
39396,MASKED,3,4,Music,8,2,4,6,1,-9,1980,2010,2
39397,MASKED,4,3,Theater,1,-9,1,3,1,-9,1980,2010,2
39398,MASKED,2,5,Museum,9,2,1,6,2,-9,-8,-8,2
39399,MASKED,2,5,Museum,19,1,1,6,2,1,1980,2000,2
39400,MASKED,3,3,Multi-Discipline,10,2,1,2,1,2,1960,2010,2
39401,MASKED,3,3,Architecture/Design,2,3,4,6,2,-9,1960,2000,2
39402,MASKED,1,2,Literature,20,2,4,2,1,-9,1980,2010,2
39403,MASKED,2,5,Botanical and Science and Zoo,20,2,4,6,1,-9,1950,2010,2
39404,MASKED,2,2,Theater,1,2,4,3,1,-9,1980,2010,2
39405,MASKED,3,5,Theater,1,1,1,6,2,-9,1950,2000,2
39406,MASKED,3,5,Theater,20,2,1,6,1,-9,1980,2000,2
39407,MASKED,2,2,Theater,1,-9,2,3,2,-9,1980,2010,2
39408,MASKED,3,3,Music,8,1,1,3,1,-9,1990,2010,2
39409,MASKED,2,5,Museum,22,1,4,5,1,-9,-8,-8,2
39410,MASKED,3,5,Music,21,2,1,6,2,-9,1950,1990,2
39411,MASKED,3,1,Music,2,3,4,6,1,2,1970,2000,1
39412,MASKED,3,4,Museum,9,1,1,4,2,-9,-8,2010,2
39413,MASKED,1,2,Visual Arts,2,3,4,3,2,-9,1960,2010,1
39414,MASKED,3,5,Visual Arts,4,1,1,6,1,-9,1970,2000,2
39415,MASKED,1,2,Music,16,2,1,6,1,-9,1980,2010,1
39416,MASKED,2,5,Botanical and Science and Zoo,8,2,1,6,1,-9,1970,2000,2
39417,MASKED,4,2,Theater,1,-9,2,6,1,-9,1960,2010,1
39418,MASKED,2,4,New Media,3,1,4,4,1,-9,1980,2000,2
39419,MASKED,4,3,Music,12,3,1,5,1,-9,1970,2010,2
39420,MASKED,3,4,Museum,22,1,1,6,1,-9,1990,2010,2
39421,MASKED,2,2,Multi-Discipline,12,2,1,6,1,-9,1980,2010,2
39422,MASKED,1,3,Museum,6,1,1,3,1,-9,1990,2010,2
39423,MASKED,2,5,Museum,22,1,1,6,2,-9,1980,2010,2
39424,MASKED,3,4,Theater,22,1,4,6,2,-9,1990,2010,2
39425,MASKED,1,5,Dance,1,1,4,3,2,-9,1980,2000,2
39426,MASKED,3,5,Theater,21,1,4,6,2,-9,1980,2010,2
39427,MASKED,3,3,Theater,21,1,4,6,2,-9,1990,2010,2
39428,MASKED,2,1,Theater,1,1,4,6,1,-9,1960,2010,2
39429,MASKED,3,4,Museum,8,1,4,6,1,-9,1980,2010,2
39430,MASKED,3,5,Multi-Discipline,1,1,4,6,2,-9,1950,2010,2
39431,MASKED,4,3,Theater,2,1,4,6,2,-9,-8,2010,1
39432,MASKED,2,5,Multi-Discipline,6,3,1,6,2,-9,1950,1980,2
39433,MASKED,1,3,Dance,6,1,1,2,1,-9,1960,1990,2
39434,MASKED,2,5,Museum,9,1,1,3,1,1,1980,1990,2
39435,MASKED,2,5,Museum,20,2,1,6,1,1,1960,2010,2
39436,MASKED,2,5,Multi-Discipline,8,1,4,6,1,-9,1980,2010,2
39437,MASKED,1,1,Theater,2,3,4,4,2,-9,1960,2010,1
39438,MASKED,3,5,Botanical and Science and Zoo,10,3,1,6,1,-9,1970,2010,2
39439,MASKED,4,4,Film/Visual/Audio,14,1,1,6,2,-9,1990,2010,2
39440,MASKED,2,5,Museum,9,1,1,2,2,1,1970,2010,2
39441,MASKED,4,5,Dance,21,3,1,6,1,-9,1960,1990,2
39442,MASKED,3,5,Music,16,1,2,2,2,-9,1990,2010,2
39443,MASKED,2,4,Botanical and Science and Zoo,2,-9,-9,6,2,-9,-8,1970,1
39444,MASKED,2,2,Multi-Discipline,1,1,4,6,1,-9,1980,2010,2
39445,MASKED,1,5,Dance,8,1,4,-8,2,-9,1980,2010,2
39446,MASKED,3,1,Dance,1,3,2,6,2,-9,1980,2010,2
39447,MASKED,2,5,Museum,8,2,1,2,1,-9,-8,-8,2
39448,MASKED,3,5,Theater,10,2,1,6,2,-9,1950,2000,2
39449,MASKED,1,2,Film/Visual/Audio,2,-9,-9,4,2,-9,1950,2000,1
39450,MASKED,2,1,Visual Arts,12,3,1,6,2,-9,1950,1990,2
39451,MASKED,2,5,Museum,19,1,1,6,1,-9,-8,-8,2
39452,MASKED,3,1,Music,12,2,4,4,1,-9,1980,2010,1
39453,MASKED,4,2,Dance,2,-9,-9,3,2,-9,1970,2010,1
39454,MASKED,2,5,Humanities,19,1,1,3,2,-9,1970,2000,2
39455,MASKED,4,5,Dance,3,-9,4,6,1,-9,1970,-8,1
39456,MASKED,1,3,Dance,2,3,4,6,2,-9,1960,-8,1
39457,MASKED,3,1,Humanities,2,3,-9,6,1,-9,1950,2010,2
39458,MASKED,1,1,Dance,1,2,2,4,2,-9,1980,2010,2
39459,MASKED,3,3,Multi-Discipline,8,2,4,6,1,-9,1970,2010,2
39460,MASKED,2,2,Music,8,1,1,6,2,-9,1980,2010,2
39461,MASKED,4,1,Music,2,3,4,6,1,-9,1950,2010,2
39462,MASKED,1,3,Multi-Discipline,6,3,1,6,1,-9,1950,1990,2
39463,MASKED,4,3,Music,2,3,4,6,1,-9,1950,2000,1
39464,MASKED,4,5,Film/Visual/Audio,4,2,1,6,1,-9,1950,2000,2
39465,MASKED,2,4,Museum,22,1,4,4,2,-9,1980,2010,2
39466,MASKED,2,3,Theater,21,2,2,6,1,-9,1990,2010,2
39467,MASKED,1,5,Dance,8,1,4,3,1,-9,1970,2000,2
39468,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1960,2000,2
39469,MASKED,1,3,Theater,1,1,4,3,1,-9,1990,2010,2
39470,MASKED,2,2,Dance,1,2,4,6,1,-9,1980,2010,2
39471,MASKED,2,5,Museum,4,1,1,6,1,1,1960,1990,2
39472,MASKED,2,2,Multi-Discipline,6,3,4,6,1,2,1970,2000,2
39473,MASKED,3,5,Music,2,-9,-9,6,2,-9,1960,2010,1
39474,MASKED,2,4,New Media,3,1,4,6,1,-9,1990,2010,2
39475,MASKED,3,4,Dance,8,1,4,6,1,-9,1960,2010,2
39476,MASKED,3,3,Multi-Discipline,16,1,4,4,1,-9,1990,2010,2
39477,MASKED,3,3,Museum,13,1,3,-8,1,-9,-8,2010,2
39478,MASKED,3,5,Multi-Discipline,1,1,4,6,2,-9,1980,2010,2
39479,MASKED,2,5,Music,22,1,1,6,2,1,1990,2010,2
39480,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1960,2000,2
39481,MASKED,4,2,Music,8,1,4,6,1,-9,1950,2010,2
39482,MASKED,2,5,Botanical and Science and Zoo,10,1,1,3,2,-9,1960,2000,2
39483,MASKED,1,4,Museum,17,1,4,6,1,-9,1980,2010,2
39484,MASKED,2,3,Multi-Discipline,8,2,4,4,1,-9,1980,2010,2
39485,MASKED,2,5,Multi-Discipline,6,2,1,6,1,-9,1990,2010,2
39486,MASKED,4,1,Music,2,-9,-9,6,2,-9,-8,-8,2
39487,MASKED,2,2,Architecture/Design,16,1,1,5,1,-9,1980,2010,2
39488,MASKED,1,5,Multi-Discipline,6,2,1,6,1,-9,1960,2000,2
39489,MASKED,1,5,Multi-Discipline,20,1,4,3,1,-9,1970,2010,2
39490,MASKED,3,5,Theater,5,2,2,6,1,-9,1990,2010,2
39491,MASKED,3,4,Museum,2,3,4,6,1,-9,1950,2000,1
39492,MASKED,1,2,Multi-Discipline,2,3,4,3,2,-9,1950,2000,1
39493,MASKED,1,1,Multi-Discipline,10,1,4,3,1,-9,1950,2000,2
39494,MASKED,2,1,Music,1,1,4,4,2,-9,1960,2010,2
39495,MASKED,2,5,Museum,19,1,1,6,2,1,1950,2000,2
39496,MASKED,3,5,Multi-Discipline,1,1,4,6,1,-9,1960,2010,2
39497,MASKED,2,5,Museum,19,1,1,2,2,1,1960,2000,2
39498,MASKED,1,5,Dance,10,3,1,6,1,-9,1960,1990,2
39499,MASKED,2,5,Multi-Discipline,8,2,4,3,2,-9,1980,2010,2
39500,MASKED,3,5,Multi-Discipline,2,-9,-9,6,2,-9,1950,2000,2
39501,MASKED,2,2,Architecture/Design,20,1,3,4,1,-9,1990,2010,2
39502,MASKED,3,1,Museum,2,1,4,4,1,-9,1950,1990,1
39503,MASKED,1,5,Multi-Discipline,8,1,4,-8,1,-9,1970,2000,2
39504,MASKED,3,5,Multi-Discipline,9,1,1,5,2,-9,1980,2010,2
